+-------+-----+------+-----+-----+-----+--------+------------------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+------------+------------+-------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                         URI                          |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)  | AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+------------------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+------------+------------+-------------+------------+
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/initialize                                      | 20.268 | 20.268 | 20.268  | 20.268 | 20.268 | 20.268 | 20.268 | 0.000  | 17.000     | 17.000     | 17.000      | 17.000     |
| 22    | 0   | 22   | 0   | 0   | 0   | GET    | /api/app/nearby-chairs                               | 0.864  | 2.696  | 35.596  | 1.618  | 2.484  | 2.560  | 2.696  | 0.619  | 42.000     | 946.000    | 7861.000    | 357.318    |
| 15    | 0   | 15   | 0   | 0   | 0   | POST   | /api/app/payment-methods                             | 0.028  | 1.188  | 9.456   | 0.630  | 1.064  | 1.188  | 1.188  | 0.404  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECQYTTGYPDVQSVTCVCSXV/evaluation | 0.492  | 0.492  | 0.492   | 0.492  | 0.492  | 0.492  | 0.492  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 20    | 0   | 20   | 0   | 0   | 0   | POST   | /api/chair/activity                                  | 0.168  | 1.016  | 8.992   | 0.450  | 0.848  | 1.016  | 1.016  | 0.271  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1176  | 0   | 1176 | 0   | 0   | 0   | POST   | /api/chair/coordinate                                | 0.048  | 1.496  | 513.589 | 0.437  | 0.676  | 0.780  | 1.156  | 0.195  | 29.000     | 29.000     | 34104.000   | 29.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECPD8E52TGG0TZZPX0DSC/evaluation | 0.416  | 0.416  | 0.416   | 0.416  | 0.416  | 0.416  | 0.416  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPS3RPPMF4VV7PETH9J4/status   | 0.316  | 0.508  | 0.824   | 0.412  | 0.508  | 0.508  | 0.508  | 0.096  | 0.000      | 0.000      | 0.000       | 0.000      |
| 19    | 0   | 19   | 0   | 0   | 0   | POST   | /api/app/rides                                       | 0.232  | 0.732  | 7.604   | 0.400  | 0.596  | 0.732  | 0.732  | 0.128  | 51.000     | 52.000     | 982.000     | 51.684     |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEDXEXA414TPK0D1E2QWXW/status   | 0.268  | 0.488  | 0.756   | 0.378  | 0.488  | 0.488  | 0.488  | 0.110  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECPCY0EJ5PTHFCPFTFB0F/evaluation | 0.376  | 0.376  | 0.376   | 0.376  | 0.376  | 0.376  | 0.376  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECPKPPXKF9BE55G0KSY3R/evaluation | 0.368  | 0.368  | 0.368   | 0.368  | 0.368  | 0.368  | 0.368  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 1635  | 0   | 1627 | 0   | 8   | 0   | GET    | /api/app/notification                                | 0.020  | 1.156  | 601.638 | 0.368  | 0.612  | 0.688  | 0.848  | 0.180  | 0.000      | 438.000    | 656039.000  | 401.247    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECPKACD4PEFTF5RJSD7N2/evaluation | 0.344  | 0.344  | 0.344   | 0.344  | 0.344  | 0.344  | 0.344  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 59    | 0   | 59   | 0   | 0   | 0   | GET    | /api/owner/sales                                     | 0.128  | 0.768  | 19.244  | 0.326  | 0.488  | 0.544  | 0.768  | 0.125  | 413.000    | 9017.000   | 34463.000   | 584.119    |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/owner/sales?                                    | 0.324  | 0.324  | 0.324   | 0.324  | 0.324  | 0.324  | 0.324  | 0.000  | 9183.000   | 9183.000   | 9183.000    | 9183.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEDJY0PH3DC8VWZXAVAEED/status   | 0.312  | 0.312  | 0.312   | 0.312  | 0.312  | 0.312  | 0.312  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEDR1BX4P0SB905MVT9DTH/status   | 0.152  | 0.472  | 0.624   | 0.312  | 0.472  | 0.472  | 0.472  | 0.160  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPCY0EJ5PTHFCPFTFB0F/status   | 0.144  | 0.404  | 0.548   | 0.274  | 0.404  | 0.404  | 0.404  | 0.130  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JZQECPS3RPPMF4VV7PETH9J4/evaluation | 0.240  | 0.240  | 0.240   | 0.240  | 0.240  | 0.240  | 0.240  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEDWER2XFST6R15KRN1H04/status   | 0.184  | 0.288  | 0.472   | 0.236  | 0.288  | 0.288  | 0.288  | 0.052  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPKACD4PEFTF5RJSD7N2/status   | 0.196  | 0.232  | 0.428   | 0.214  | 0.232  | 0.232  | 0.232  | 0.018  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECQYTTGYPDVQSVTCVCSXV/status   | 0.196  | 0.220  | 0.416   | 0.208  | 0.220  | 0.220  | 0.220  | 0.012  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEDVBRGHMCGH1AYDK2SCSX/status   | 0.204  | 0.204  | 0.204   | 0.204  | 0.204  | 0.204  | 0.204  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1097  | 0   | 1096 | 0   | 1   | 0   | GET    | /api/chair/notification                              | 0.004  | 1.192  | 217.973 | 0.199  | 0.404  | 0.480  | 0.784  | 0.159  | 0.000      | 269.000    | 170032.000  | 154.997    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEE0MC143E1SHTDDP80NK7/status   | 0.184  | 0.184  | 0.184   | 0.184  | 0.184  | 0.184  | 0.184  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPJPGQBJC091JQXXDK43/status   | 0.184  | 0.184  | 0.184   | 0.184  | 0.184  | 0.184  | 0.184  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 25    | 0   | 25   | 0   | 0   | 0   | GET    | /api/app/rides                                       | 0.012  | 0.368  | 3.756   | 0.150  | 0.332  | 0.348  | 0.368  | 0.107  | 12.000     | 2158.000   | 5997.000    | 239.880    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEE6X0H32302B77KA1EVCR/status   | 0.128  | 0.128  | 0.128   | 0.128  | 0.128  | 0.128  | 0.128  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEE2S0YDVB05YAX1VN0EMR/status   | 0.120  | 0.120  | 0.120   | 0.120  | 0.120  | 0.120  | 0.120  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQEE1JJGGCHNTGNPK3GXKNJ/status   | 0.116  | 0.116  | 0.116   | 0.116  | 0.116  | 0.116  | 0.116  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 166   | 0   | 166  | 0   | 0   | 0   | GET    | /api/owner/chairs                                    | 0.016  | 0.392  | 18.016  | 0.109  | 0.220  | 0.272  | 0.344  | 0.077  | 600.000    | 19007.000  | 151159.000  | 910.596    |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPKPPXKF9BE55G0KSY3R/status   | 0.100  | 0.116  | 0.216   | 0.108  | 0.116  | 0.116  | 0.116  | 0.008  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JZQECPNYS5Y4JZ3HABRTVJD8/status   | 0.108  | 0.108  | 0.108   | 0.108  | 0.108  | 0.108  | 0.108  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
