+-------+-----+------+-----+-----+-----+--------+------------------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+------------+------------+-------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                         URI                          |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)  | AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+------------------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+------------+------------+-------------+------------+
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/initialize                                      | 10.816 | 10.816 | 10.816  | 10.816 | 10.816 | 10.816 | 10.816 | 0.000  | 17.000     | 17.000     | 17.000      | 17.000     |
| 26    | 0   | 1    | 0   | 25  | 0   | GET    | /api/owner/chairs                                    | 0.844  | 10.020 | 232.713 | 8.951  | 10.005 | 10.008 | 10.020 | 2.158  | 0.000      | 19007.000  | 19007.000   | 731.038    |
| 11    | 0   | 11   | 0   | 0   | 0   | GET    | /api/app/nearby-chairs                               | 3.316  | 4.440  | 43.312  | 3.937  | 4.420  | 4.440  | 4.440  | 0.396  | 42.000     | 745.000    | 3919.000    | 356.273    |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/rides                                       | 0.816  | 1.396  | 11.480  | 1.148  | 1.372  | 1.396  | 1.396  | 0.189  | 51.000     | 52.000     | 517.000     | 51.700     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/app/rides/01JXFA3XZV7Q64PCFJC3DQBDYX/evaluation | 1.120  | 1.120  | 1.120   | 1.120  | 1.120  | 1.120  | 1.120  | 0.000  | 30.000     | 30.000     | 30.000      | 30.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3XTVPHVMYGPH02WVT434/status   | 1.000  | 1.000  | 1.000   | 1.000  | 1.000  | 1.000  | 1.000  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 457   | 0   | 447  | 0   | 10  | 0   | GET    | /api/app/notification                                | 0.032  | 2.288  | 416.358 | 0.911  | 1.416  | 1.589  | 1.896  | 0.376  | 0.000      | 437.000    | 174393.000  | 381.604    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3XCY93XSN6SMQDW1EWGQ/status   | 0.868  | 0.868  | 0.868   | 0.868  | 0.868  | 0.868  | 0.868  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/payment-methods                             | 0.192  | 1.764  | 7.852   | 0.785  | 1.316  | 1.764  | 1.764  | 0.447  | 0.000      | 0.000      | 0.000       | 0.000      |
| 434   | 0   | 434  | 0   | 0   | 0   | POST   | /api/chair/coordinate                                | 0.032  | 2.140  | 324.933 | 0.749  | 1.180  | 1.309  | 1.608  | 0.329  | 29.000     | 29.000     | 12586.000   | 29.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA41ZEGVE73GSJPT8J3AZJ/status   | 0.712  | 0.712  | 0.712   | 0.712  | 0.712  | 0.712  | 0.712  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3XZV7Q64PCFJC3DQBDYX/status   | 0.592  | 0.740  | 1.332   | 0.666  | 0.740  | 0.740  | 0.740  | 0.074  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3X7SCT1GBMFEBBVHV055/status   | 0.584  | 0.584  | 0.584   | 0.584  | 0.584  | 0.584  | 0.584  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3XZ1V1T8N5FW8G2K1DEB/status   | 0.512  | 0.512  | 0.512   | 0.512  | 0.512  | 0.512  | 0.512  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3X1NCGBN944V60FE9PD6/status   | 0.500  | 0.500  | 0.500   | 0.500  | 0.500  | 0.500  | 0.500  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 20    | 0   | 20   | 0   | 0   | 0   | POST   | /api/chair/activity                                  | 0.184  | 0.872  | 9.876   | 0.494  | 0.848  | 0.852  | 0.872  | 0.239  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3Y5JWY4C3Q2MCB9HCBB0/status   | 0.452  | 0.452  | 0.452   | 0.452  | 0.452  | 0.452  | 0.452  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3X422A7YJSXD5D5GKMHV/status   | 0.416  | 0.416  | 0.416   | 0.416  | 0.416  | 0.416  | 0.416  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFA3YVTH2EQ8P59H5XX3SBC/status   | 0.372  | 0.424  | 0.796   | 0.398  | 0.424  | 0.424  | 0.424  | 0.026  | 0.000      | 0.000      | 0.000       | 0.000      |
| 14    | 0   | 14   | 0   | 0   | 0   | GET    | /api/app/rides                                       | 0.012  | 0.756  | 5.244   | 0.375  | 0.692  | 0.756  | 0.756  | 0.238  | 12.000     | 2158.000   | 4066.000    | 290.429    |
| 2596  | 0   | 2576 | 0   | 20  | 0   | GET    | /api/chair/notification                              | 0.008  | 1.748  | 911.564 | 0.351  | 0.688  | 0.856  | 1.200  | 0.251  | 0.000      | 267.000    | 219946.000  | 84.725     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/owner/sales?                                    | 0.272  | 0.272  | 0.272   | 0.272  | 0.272  | 0.272  | 0.272  | 0.000  | 9183.000   | 9183.000   | 9183.000    | 9183.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/owner/sales                                     | 0.264  | 0.264  | 0.264   | 0.264  | 0.264  | 0.264  | 0.264  | 0.000  | 9017.000   | 9017.000   | 9017.000    | 9017.000   |
| 14    | 0   | 14   | 0   | 0   | 0   | POST   | /api/app/rides/estimated-fare                        | 0.008  | 0.336  | 1.908   | 0.136  | 0.284  | 0.336  | 0.336  | 0.117  | 26.000     | 29.000     | 396.000     | 28.286     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /images/top-bg.png                                   | 0.046  | 0.046  | 0.046   | 0.046  | 0.046  | 0.046  | 0.046  | 0.000  | 549793.000 | 549793.000 | 549793.000  | 549793.000 |
| 584   | 0   | 579  | 0   | 0   | 5   | GET    | /api/internal/matching                               | 0.004  | 1.460  | 12.892  | 0.022  | 0.016  | 0.048  | 0.716  | 0.109  | 0.000      | 166.000    | 442.000     | 0.757      |
| 5     | 0   | 5    | 0   | 0   | 0   | POST   | /api/owner/owners                                    | 0.008  | 0.020  | 0.084   | 0.017  | 0.020  | 0.020  | 0.020  | 0.005  | 125.000    | 125.000    | 625.000     | 125.000    |
| 20    | 0   | 20   | 0   | 0   | 0   | POST   | /api/chair/chairs                                    | 0.012  | 0.020  | 0.320   | 0.016  | 0.020  | 0.020  | 0.020  | 0.002  | 75.000     | 75.000     | 1500.000    | 75.000     |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/users                                       | 0.012  | 0.024  | 0.152   | 0.015  | 0.020  | 0.024  | 0.024  | 0.004  | 86.000     | 86.000     | 860.000     | 86.000     |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/components-Cbm4tYXz.js                       | 0.000  | 0.008  | 0.027   | 0.001  | 0.003  | 0.003  | 0.008  | 0.001  | 0.000      | 184569.000 | 2953104.000 | 55718.943  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-qjNoFN43.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 2937.000   | 2937.000   | 2937.000    | 2937.000   |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/index-9ZhTBp7q.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 60305.000  | 964880.000  | 18205.283  |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/root-BoSp76zW.css                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 26579.000  | 425264.000  | 8023.849   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-BkJsE9q1.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 1496.000   | 1496.000   | 1496.000    | 1496.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-Bu9MIazC.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 10479.000  | 10479.000  | 10479.000   | 10479.000  |
| 16    | 0   | 16   | 0   | 0   | 0   | GET    | /assets/form-frame-AzQ8YT1a.js                       | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 824.000    | 824.000    | 13184.000   | 824.000    |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/get-initial-data-vd1rP8TD.js                 | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 1757.000   | 1757.000   | 1757.000    | 1757.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /favicon-128x128.png                                 | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 783.000    | 783.000    | 783.000     | 783.000    |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/get-cookie-value-B3QhECDc.js                 | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 110.000    | 1760.000    | 33.208     |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/isuride-CWZY8A89.js                          | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 834.000    | 13344.000   | 251.774    |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /favicon-32x32.png                                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 336.000    | 5376.000    | 101.434    |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /assets/api-components-dDIZztSJ.js                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 2007.000   | 32112.000   | 605.887    |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-Bhv1gox0.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 2361.000   | 2361.000   | 2361.000    | 2361.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-D-xfm-4G.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 388.000    | 388.000    | 388.000     | 388.000    |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-C7CZBETH.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 2244.000   | 2244.000   | 2244.000    | 2244.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /index.html                                          | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 705.000    | 705.000    | 705.000     | 705.000    |
| 23    | 0   | 11   | 12  | 0   | 0   | GET    | /images/buildings6.svg                               | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 9454.000   | 103994.000  | 4521.478   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /images/top-logo.svg                                 | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 4749.000   | 4749.000   | 4749.000    | 4749.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /apple-touch-icon-180x180.png                        | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 1020.000   | 1020.000   | 1020.000    | 1020.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/price-D-o-ix3Y.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 1793.000   | 1793.000   | 1793.000    | 1793.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/rating-star-gH9aOYPH.js                      | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 519.000    | 519.000    | 519.000     | 519.000    |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/simulator-context-fn0s3fwv.js                | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 2970.000   | 2970.000   | 2970.000    | 2970.000   |
| 23    | 0   | 11   | 12  | 0   | 0   | GET    | /images/house1.svg                                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 2903.000   | 31933.000   | 1388.391   |
| 53    | 0   | 16   | 37  | 0   | 0   | GET    | /favicon.ico                                         | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 16958.000  | 271328.000  | 5119.396   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/map-WlZ9yiya.js                              | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 11712.000  | 11712.000  | 11712.000   | 11712.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /assets/route-Ckv8UtcK.js                            | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 1148.000   | 1148.000   | 1148.000    | 1148.000   |
| 23    | 0   | 11   | 12  | 0   | 0   | GET    | /images/buildings3.svg                               | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 0.000      | 23793.000  | 261723.000  | 11379.261  |
